"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"41.177.98.127","198.222.241.108","42","3522","21","1593","21","1929","24.344017000","205.5136","62.01","75.09"
"41.177.26.214","244.3.160.186","90","16290","48","3840","42","12450","24.432445000","208.8319","147.10","476.94"
"15.205.242.71","244.3.210.197","30","4515","18","3117","12","1398","24.517869000","138.4589","180.10","80.77"
"253.37.253.43","253.176.108.193","3","2732","3","2732","0","0","24.605236000","28.8631","757.23","N/A"
"41.177.3.117","244.3.153.111","68","14760","32","7280","36","7480","24.617065000","180.7163","322.27","331.13"
"41.177.106.209","210.218.218.197","8","608","8","608","0","0","24.676450000","206.8281","23.52","N/A"
"41.177.72.41","210.218.218.197","8","608","8","608","0","0","24.688340000","207.8281","23.40","N/A"
"41.177.24.241","244.3.153.0","620","113522","346","83918","274","29604","24.740907000","165.0501","4067.52","1434.91"
"145.95.225.41","210.218.218.197","8","608","8","608","0","0","24.876500000","206.5120","23.55","N/A"
"244.3.202.95","244.3.202.235","7","829","7","829","0","0","24.976101000","174.3579","38.04","N/A"
"41.177.124.47","244.3.160.239","917","558723","348","60774","569","497949","24.976238000","201.2267","2416.14","19796.54"
"244.3.160.239","244.3.213.210","208","84742","118","61885","90","22857","24.978088000","2.9158","169793.68","62712.68"
"197.154.128.197","244.3.160.239","4087","3514253","2500","3348259","1587","165994","24.985660000","201.2185","133119.32","6599.55"
"41.177.98.176","244.3.199.218","210","147494","128","130981","82","16513","25.134864000","195.4572","5361.01","675.87"
"41.177.230.164","210.218.218.197","32","2432","32","2432","0","0","25.156475000","205.8564","94.51","N/A"
"41.177.168.181","244.3.160.239","994","544972","367","43595","627","501377","25.174443000","54.2202","6432.29","73976.46"
"154.108.181.150","244.3.210.197","1","64","0","0","1","64","25.281984000","0.0000","N/A","N/A"
"41.177.24.241","244.3.153.34","125","27649","49","14901","76","12748","25.308482000","182.7408","652.33","558.08"
"210.218.218.197","244.3.164.209","16","1216","0","0","16","1216","25.316489000","206.8401","N/A","47.03"
"41.177.98.220","244.3.185.201","24","3447","9","1638","15","1809","25.456746000","197.2687","66.43","73.36"
"145.95.41.41","210.218.218.197","8","608","8","608","0","0","25.484412000","206.2681","23.58","N/A"
"210.218.218.197","244.3.47.41","16","1216","0","0","16","1216","25.516428000","206.6561","N/A","47.07"
"41.177.98.220","41.177.110.39","67","12263","32","8063","35","4200","25.644454000","194.7796","331.16","172.50"
"244.3.153.95","244.3.202.202","4","548","2","214","2","334","25.702599000","3.3920","504.72","787.74"
"244.3.153.142","244.3.202.202","2","579","1","83","1","496","25.797648000","0.0021","N/A","N/A"
"244.3.31.251","244.3.153.108","21","2340","0","0","21","2340","25.805203000","168.3802","N/A","111.18"
"41.177.155.82","145.95.41.197","1","167","1","167","0","0","25.845898000","0.0000","N/A","N/A"
"41.177.3.192","210.218.218.197","16","1216","16","1216","0","0","26.033396000","206.4727","47.12","N/A"
"244.3.153.24","244.3.153.91","9","864","9","864","0","0","26.224771000","1.5000","4608.08","N/A"
"41.177.26.176","193.71.15.176","50","14940","24","12912","26","2028","26.234217000","0.7555","136732.41","21475.63"
"41.177.3.117","244.3.153.177","4","256","2","128","2","128","26.385233000","120.0328","8.53","8.53"
"41.177.116.91","41.177.116.210","7","630","0","0","7","630","26.683925000","187.4385","N/A","26.89"
"41.177.98.176","85.186.116.57","14","3021","6","712","8","2309","26.697582000","20.6260","276.16","895.57"
"41.177.230.192","210.218.218.197","32","2432","32","2432","0","0","26.749403000","206.7741","94.09","N/A"
"41.177.24.188","210.218.218.197","24","1824","24","1824","0","0","26.753648000","206.3353","70.72","N/A"
"41.177.202.202","244.3.153.142","34","9021","17","7588","17","1433","26.809650000","204.1147","297.40","56.16"
"41.177.98.167","244.3.79.176","4191","729771","2083","487763","2108","242008","27.183119000","195.7255","19936.62","9891.73"
"244.3.153.209","244.3.176.224","2944","1072932","1431","343024","1513","729908","27.284333000","196.3792","13973.94","29734.64"
"41.177.26.176","77.197.13.176","21","13837","12","12910","9","927","27.348538000","0.6234","165683.02","11896.84"
"41.177.98.220","244.3.79.202","66","23264","32","15311","34","7953","27.353246000","42.4855","2883.05","1497.55"
"253.37.253.43","253.127.160.2","11","1683","11","1683","0","0","27.439272000","0.4470","30123.10","N/A"
"244.3.164.161","244.3.164.217","12","1152","0","0","12","1152","27.496941000","1.5175","N/A","6073.19"
"41.116.229.239","244.3.160.239","209","75283","95","18947","114","56336","27.511446000","9.0591","16731.95","49749.89"
"41.177.98.43","244.157.156.98","4","376","2","188","2","188","27.543106000","128.0059","11.75","11.75"
"188.68.72.71","244.3.160.239","780","286430","389","217910","391","68520","27.549425000","108.2363","16106.24","5064.48"
"244.3.31.251","244.3.153.204","18","2052","0","0","18","2052","27.617423000","132.0011","N/A","124.36"
"41.177.26.205","244.157.156.98","8","752","4","376","4","376","27.656706000","182.0028","16.53","16.53"
"41.177.26.46","68.157.15.122","40","4718","18","1972","22","2746","27.659260000","202.6022","77.87","108.43"
"41.177.98.98","244.3.164.39","4","376","2","188","2","188","27.681120000","127.9999","11.75","11.75"
"41.177.244.185","244.3.210.90","14","1568","7","784","7","784","27.856684000","180.0109","34.84","34.84"
"244.3.153.91","244.3.153.177","9","864","0","0","9","864","27.925725000","1.5007","N/A","4606.00"
"41.177.106.230","210.218.218.160","4","256","4","256","0","0","27.956623000","180.1423","11.37","N/A"
"210.218.218.197","244.3.47.186","14","1064","0","0","14","1064","27.982738000","177.8432","N/A","47.86"
"244.3.153.106","244.3.202.202","8","1698","4","300","4","1398","28.010417000","0.1666","14404.98","67127.23"
"244.3.153.48","244.3.176.224","21","2002","14","1225","7","777","28.081244000","182.5596","53.68","34.05"
"41.177.3.117","244.3.153.48","21","2002","7","777","14","1225","28.082437000","182.5585","34.05","53.68"
"123.160.164.192","244.3.160.4","3","516","0","0","3","516","28.223363000","0.0001","N/A","32503937.01"
"244.3.202.202","244.3.210.230","12","2269","6","1758","6","511","28.432697000","174.0547","80.80","23.49"
"68.83.39.67","244.3.210.255","9","594","0","0","9","594","28.443248000","33.9406","N/A","140.01"
"41.177.26.176","68.157.168.106","394","151890","195","133656","199","18234","28.496768000","204.3548","5232.31","713.82"
"253.37.253.43","253.213.108.239","16","16172","16","16172","0","0","28.539843000","95.4316","1355.69","N/A"
"41.177.56.222","244.3.41.84","126","31026","57","4784","69","26242","28.556408000","195.2498","196.02","1075.22"
"145.95.48.20","244.3.31.46","3108","378224","2072","219676","1036","158548","28.586448000","1.8374","956454.68","690307.44"
"41.177.3.164","210.218.218.197","14","1064","14","1064","0","0","28.592453000","178.4470","47.70","N/A"
"41.177.202.249","244.3.153.67","1512","213206","752","99002","760","114204","28.829773000","200.5424","3949.37","4555.80"
"16.45.55.23","41.177.98.176","19","8191","9","790","10","7401","29.127316000","15.4140","410.02","3841.18"
"41.177.26.15","68.224.16.165","2777","2199785","1744","2131345","1033","68440","29.477673000","44.4806","383330.30","12309.19"
"244.3.153.241","244.3.202.202","2","288","1","84","1","204","29.535592000","0.0010","N/A","N/A"
"41.177.24.241","244.3.153.48","8","784","4","256","4","528","29.547606000","165.0681","12.41","25.59"
"244.3.153.142","244.3.176.68","18","1716","12","1050","6","666","29.551668000","180.2821","46.59","29.55"
"41.177.46.23","244.3.153.142","397","176422","225","157695","172","18727","29.551743000","180.2821","6997.70","831.01"
"41.177.26.205","244.3.164.39","8","752","4","376","4","376","29.656670000","167.0034","18.01","18.01"
"41.177.98.176","145.67.149.81","470","240866","229","207768","241","33098","29.747612000","151.2014","10992.92","1751.20"
"41.177.98.127","46.142.20.230","54","11463","29","9333","25","2130","29.786369000","196.5751","379.82","86.68"
"41.177.31.94","210.218.218.160","21","1848","21","1848","0","0","29.801055000","180.0082","82.13","N/A"
"210.244.26.118","244.3.41.71","1","92","0","0","1","92","29.809028000","0.0000","N/A","N/A"
"15.111.142.246","244.3.210.197","5","320","0","0","5","320","30.282066000","5.0000","N/A","512.00"
"41.177.230.130","244.3.153.108","3","288","0","0","3","288","30.304868000","2.9995","N/A","768.14"
"188.68.161.253","244.3.160.239","15","4820","7","3596","8","1224","30.752010000","0.4480","64216.58","21857.92"
"41.177.98.156","241.157.67.72","211","157447","98","7328","113","150119","30.774738000","200.5416","292.33","5988.54"
"41.177.24.241","244.3.153.106","10","1316","5","724","5","592","30.785864000","165.1256","35.08","28.68"
"188.68.194.244","244.3.160.239","13","3165","6","2005","7","1160","30.801596000","0.3978","40321.67","23328.25"
"188.68.194.102","244.3.160.239","13","4426","6","3266","7","1160","30.805540000","0.3942","66288.81","23544.10"
"188.68.161.141","244.3.160.239","13","3965","6","2805","7","1160","30.813190000","0.3872","57959.34","23968.92"
"41.177.26.151","66.55.75.213","6","384","5","320","1","64","30.886660000","180.0324","14.22","N/A"
"41.177.26.176","241.82.197.177","1911","1657870","1219","1562744","692","95126","31.083510000","104.3065","119857.85","7295.88"
"242.22.218.106","244.3.61.118","2","132","2","132","0","0","31.110444000","2.9070","363.26","N/A"
"89.161.209.108","244.3.210.197","384","297662","164","34079","220","263583","31.158994000","134.1235","2032.69","15721.81"
"41.177.98.156","41.177.202.202","12","2688","6","591","6","2097","31.247329000","173.9418","27.18","96.45"
"210.244.26.118","253.37.253.204","1","92","0","0","1","92","31.276743000","0.0000","N/A","N/A"
"40.193.210.13","244.3.210.197","425","337738","175","25315","250","312423","31.650668000","138.6318","1460.85","18028.93"
"15.71.149.82","41.177.26.91","82","51361","41","3629","41","47732","31.941579000","120.5116","240.91","3168.62"
"89.160.185.98","244.3.210.197","1077","806319","559","107981","518","698338","31.968941000","107.1358","8063.11","52145.99"
"41.177.3.224","244.3.176.149","138","63928","59","22498","79","41430","31.979038000","54.1489","3323.87","6120.90"
"41.177.26.15","215.43.45.145","31791","30863387","21154","30180134","10637","683253","32.000317000","118.7816","2032647.78","46017.45"
"244.3.153.204","244.3.202.202","16","2360","8","768","8","1592","32.029047000","115.0741","53.39","110.68"
"41.177.3.117","244.3.153.0","4","256","2","128","2","128","32.181984000","120.0367","8.53","8.53"
"41.177.4.43","91.91.91.91","6","516","6","516","0","0","32.319783000","172.2937","23.96","N/A"
"41.177.67.85","244.3.41.84","4","256","2","128","2","128","32.447356000","0.2020","5069.11","5069.11"
"244.3.41.84","244.3.224.4","4","256","2","128","2","128","32.448175000","0.1304","7854.81","7854.81"
"47.3.161.224","244.3.41.84","5","320","2","128","3","192","32.448671000","0.3018","3393.32","5089.99"
"41.177.142.37","244.3.41.84","8","1025","4","260","4","765","32.449104000","157.3812","13.22","38.89"
"41.177.222.224","244.3.41.84","4","256","2","128","2","128","32.449424000","0.2569","3986.34","3986.34"
"244.3.34.61","244.3.41.84","4","256","2","128","2","128","32.449796000","0.1955","5237.66","5237.66"
"184.75.224.164","244.3.41.84","3","192","1","64","2","128","32.450170000","0.3006","N/A","3406.69"
"184.4.145.199","244.3.41.84","5","320","2","128","3","192","32.451677000","0.2977","3439.66","5159.49"
"244.3.41.84","244.3.218.55","4","256","2","128","2","128","32.452612000","0.1704","6008.68","6008.68"
"203.22.116.204","244.3.41.84","44","15659","25","1721","19","13938","32.453113000","187.9052","73.27","593.41"
"224.143.111.145","244.3.41.84","5","320","2","128","3","192","32.453681000","0.2964","3454.22","5181.33"
"244.3.41.67","244.3.41.84","4","256","2","128","2","128","32.454047000","0.1764","5804.23","5804.23"
"244.3.41.84","244.3.77.235","4","256","2","128","2","128","32.454838000","0.1357","7544.67","7544.67"
"194.66.220.4","244.3.41.84","5","320","2","128","3","192","32.455112000","0.2951","3469.52","5204.27"
"41.177.93.111","244.3.41.84","4","256","2","128","2","128","32.455616000","0.1644","6228.03","6228.03"
"41.177.13.66","244.3.41.84","4","256","2","128","2","128","32.456306000","0.1520","6735.34","6735.34"
"41.177.132.22","244.3.41.84","8","1025","4","260","4","765","32.457920000","157.3288","13.22","38.90"
"186.181.192.154","244.3.41.84","5","320","2","128","3","192","32.458179000","0.2916","3511.18","5266.77"
"41.177.13.205","244.3.41.84","24","7398","14","977","10","6421","32.458938000","99.6011","78.47","515.74"
"244.3.41.176","244.3.41.208","2","128","2","128","0","0","32.459178000","0.0023","454303.46","N/A"
"94.145.155.254","244.3.41.84","5","320","2","128","3","192","32.459996000","0.2896","3536.30","5304.45"
"244.3.41.84","244.3.47.210","4","256","2","128","2","128","32.460423000","0.2262","4526.71","4526.71"
"41.177.13.246","244.3.41.84","4","256","2","128","2","128","32.461002000","0.1933","5297.44","5297.44"
"244.3.41.84","244.3.90.194","4","256","2","128","2","128","32.461745000","0.1977","5180.85","5180.85"
"194.66.164.108","244.3.41.84","5","320","2","128","3","192","32.462370000","0.2873","3564.68","5347.02"
"41.177.37.57","244.3.41.84","4","256","2","128","2","128","32.463492000","0.1428","7170.47","7170.47"
"41.177.82.121","244.3.41.84","2","128","2","128","0","0","32.463572000","0.3128","3273.69","N/A"
"41.177.37.95","244.3.41.84","38","13589","21","1405","17","12184","32.463927000","60.1603","186.83","1620.21"
"41.177.239.219","244.3.41.84","5","359","3","213","2","146","32.464690000","0.0106","160120.28","109753.81"
"94.145.155.118","244.3.41.84","5","320","2","128","3","192","32.465373000","0.2837","3609.93","5414.90"
"244.3.39.95","244.3.41.84","4","256","2","128","2","128","32.466188000","0.1307","7832.58","7832.58"
"41.177.43.188","244.3.41.84","2","128","2","128","0","0","32.466251000","0.1746","5865.71","N/A"
"244.3.41.84","244.3.188.241","14","2511","7","2057","7","454","32.466932000","75.6481","217.53","48.01"
"41.177.160.57","244.3.41.84","4","256","2","128","2","128","32.467247000","0.1722","5946.02","5946.02"
"41.177.153.153","244.3.41.84","4","256","2","128","2","128","32.467570000","0.1543","6636.12","6636.12"
"41.177.161.13","244.3.41.84","4","256","2","128","2","128","32.468186000","0.2065","4958.19","4958.19"
"244.3.41.84","244.3.203.37","5","359","2","146","3","213","32.468687000","0.0104","111845.26","163171.50"
"41.177.142.111","244.3.41.84","7","957","3","194","4","763","32.469213000","157.1873","9.87","38.83"
"184.75.224.75","244.3.41.84","3","192","1","64","2","128","32.469623000","0.2810","N/A","3644.05"
"194.66.143.56","244.3.41.84","5","320","2","128","3","192","32.470565000","0.2786","3675.16","5512.75"
"41.177.43.16","244.3.41.84","6","429","3","213","3","216","32.470813000","0.0068","250994.26","254529.39"
"244.3.41.84","244.3.144.142","7","1553","3","1278","4","275","32.471508000","112.4430","90.93","19.57"
"244.3.41.84","244.3.90.4","4","256","2","128","2","128","32.471944000","0.1414","7240.84","7240.84"
"41.177.4.31","244.3.153.197","15","3205","5","2000","10","1205","32.475215000","179.3840","89.19","53.74"
"41.177.24.241","244.3.153.142","32","5955","14","3829","18","2126","32.477652000","180.2881","169.91","94.34"
"41.177.75.223","41.177.98.220","3","318","2","189","1","129","32.500095000","0.2966","5098.43","N/A"
"41.177.26.205","244.157.13.98","6","564","3","282","3","282","32.656655000","157.0025","14.37","14.37"
"41.177.98.127","241.151.91.231","14","1215","6","472","8","743","32.799354000","186.9008","20.20","31.80"
"244.3.210.197","254.51.75.100","102","79168","60","72058","42","7110","32.882886000","163.7578","3520.22","347.34"
"41.177.244.224","244.3.210.254","14","1104","8","614","6","490","32.922588000","190.2551","25.82","20.60"
"41.177.24.241","244.3.153.33","8","784","4","256","4","528","33.008347000","165.0433","12.41","25.59"
"41.177.3.67","210.218.218.3","8","1088","8","1088","0","0","33.069722000","179.9949","48.36","N/A"
"85.41.34.188","244.3.210.197","934","776816","415","75603","519","701213","33.182099000","12.0273","50287.80","466416.18"
"41.177.98.31","244.3.164.39","8","752","4","376","4","376","33.283552000","191.9962","15.67","15.67"
"244.3.153.40","244.3.202.202","10","2181","5","405","5","1776","33.685604000","138.9124","23.32","102.28"
"41.177.26.194","41.177.202.202","8","1336","4","360","4","976","33.757783000","164.8528","17.47","47.36"
"186.136.103.68","244.3.160.239","3459","2886158","1419","133723","2040","2752435","33.823156000","87.2682","12258.58","252319.73"
"41.177.26.176","68.157.168.41","161","66190","78","58535","83","7655","33.837940000","168.9880","2771.08","362.39"
"244.3.31.40","244.3.34.55","12","1104","4","360","8","744","33.883948000","181.6667","15.85","32.76"
"244.3.106.254","244.3.210.254","12","804","6","402","6","402","33.923606000","200.4727","16.04","16.04"
"168.117.3.145","244.3.160.239","8717","8423210","2992","227152","5725","8196058","33.955692000","167.9568","10819.54","390388.82"
"41.177.3.121","210.218.218.3","6","514","6","514","0","0","34.000177000","197.1491","20.86","N/A"
"122.248.218.117","244.3.160.239","459","212698","237","166670","222","46028","34.028645000","160.5267","8306.16","2293.85"
"41.177.3.204","210.218.218.3","6","476","6","476","0","0","34.099128000","191.0489","19.93","N/A"
"41.177.26.176","168.82.82.108","4","6040","4","6040","0","0","34.324318000","179.9999","268.44","N/A"
"41.177.98.176","254.204.205.13","11","1639","5","531","6","1108","34.388241000","30.0085","141.56","295.38"
"244.3.31.251","244.3.153.41","36","4104","0","0","36","4104","34.445096000","163.4971","N/A","200.81"
"244.3.31.251","244.3.153.30","39","4392","0","0","39","4392","34.464243000","163.5023","N/A","214.90"
"253.37.253.43","253.160.251.90","3779","5135964","3779","5135964","0","0","34.523487000","183.5988","223790.76","N/A"
"41.177.180.176","244.3.31.84","12","1056","12","1056","0","0","34.737236000","180.5327","46.79","N/A"
"41.177.3.18","244.3.153.48","40","6482","19","4293","21","2189","34.880539000","60.1654","570.83","291.06"
"253.244.77.71","253.244.77.85","4","686","4","686","0","0","35.024996000","52.9529","103.64","N/A"
"244.3.210.176","244.3.210.255","14","1646","0","0","14","1646","35.025080000","8.8121","N/A","1494.30"
"41.177.93.17","244.3.41.84","29","2279","29","2279","0","0","35.316613000","196.6747","92.70","N/A"
"253.244.77.67","253.244.77.135","1","247","1","247","0","0","35.382210000","0.0000","N/A","N/A"
"244.3.31.91","244.3.31.150","2","494","0","0","2","494","35.382257000","0.0002","N/A","24700000.00"
"244.3.41.47","244.3.41.185","16","4382","7","452","9","3930","35.385251000","160.3380","22.55","196.09"
"244.3.41.120","244.3.41.185","16","4382","7","452","9","3930","35.385286000","160.3773","22.55","196.04"
"41.177.98.143","82.181.188.253","61","6563","29","3328","32","3235","35.501461000","198.5592","134.09","130.34"
"41.177.230.130","244.3.153.33","36","4104","0","0","36","4104","36.006435000","163.4828","N/A","200.83"
"41.177.26.176","41.202.64.43","178","115365","105","106982","73","8383","36.049431000","74.8705","11431.16","895.73"
"244.3.164.161","244.3.164.205","12","1152","0","0","12","1152","36.072932000","1.5189","N/A","6067.45"
"244.3.41.145","244.3.164.39","2","188","1","94","1","94","36.130282000","0.0002","N/A","N/A"
"41.177.98.57","244.157.13.98","4","376","2","188","2","188","36.294239000","128.0005","11.75","11.75"
"142.122.248.71","244.3.210.197","9","1225","5","724","4","501","36.329817000","0.1802","32146.70","22245.16"
"244.3.41.91","244.3.41.203","20","2452","0","0","20","2452","36.423206000","127.0688","N/A","154.37"
"41.177.230.31","244.3.160.254","8","752","4","376","4","376","36.464241000","173.9983","17.29","17.29"
"41.177.26.176","68.157.168.43","409","154831","204","136149","205","18682","36.497610000","186.0700","5853.67","803.22"
"194.66.204.94","244.3.41.84","20","8073","10","769","10","7304","36.775186000","37.3898","164.54","1562.78"
"150.160.203.244","244.3.61.39","2","132","2","132","0","0","36.898504000","2.9287","360.57","N/A"
"41.177.98.124","197.48.26.167","16","1205","9","689","7","516","37.012698000","0.4796","11492.00","8606.49"
"41.177.98.220","244.3.142.138","138","46622","64","38611","74","8011","37.128845000","194.6752","1586.68","329.20"
"253.37.253.43","253.84.160.167","1","64","1","64","0","0","37.388113000","0.0000","N/A","N/A"
"41.177.26.176","55.161.39.39","57","32013","33","27838","24","4175","37.417250000","63.2331","3521.95","528.20"
"244.3.210.197","254.71.77.18","5","350","2","140","3","210","37.540951000","0.0117","95449.12","143173.68"
"41.177.98.143","41.194.123.57","3","298","1","140","2","158","37.559732000","0.2040","N/A","6197.51"
"244.3.153.91","244.3.153.204","3","741","0","0","3","741","37.614096000","0.0002","N/A","37050000.00"
"151.77.185.176","244.3.160.239","481","285534","185","26539","296","258995","37.624788000","2.3512","90299.50","881235.86"
"41.177.26.91","100.176.176.204","1245","1435127","935","1413105","310","22022","37.742295000","5.6511","2000454.07","31175.32"
"67.122.211.41","244.3.41.185","1","66","1","66","0","0","37.873379000","0.0000","N/A","N/A"
"41.177.98.176","41.177.211.160","135","53441","68","25145","67","28296","37.875782000","30.4416","6608.07","7436.14"
"41.177.98.176","41.177.181.81","320","256008","204","239454","116","16554","38.376210000","125.5043","15263.47","1055.20"
"244.3.4.55","244.3.41.91","9","864","9","864","0","0","38.473077000","1.4987","4611.89","N/A"
"244.3.31.31","244.3.31.91","14","1646","14","1646","0","0","38.500125000","17.2990","761.20","N/A"
"41.177.244.188","244.3.210.254","10","760","5","374","5","386","38.573365000","160.0726","18.69","19.29"
"41.177.98.127","213.197.255.209","56","4916","28","2404","28","2512","38.737438000","74.2330","259.08","270.72"
"194.66.204.41","244.3.41.84","33","6561","18","2298","15","4263","38.770682000","6.2938","2920.98","5418.69"
"41.177.26.91","77.197.210.224","71","57492","44","54877","27","2615","38.789113000","124.3525","3530.41","168.23"
"244.3.77.218","244.3.210.254","10","670","5","338","5","332","38.873606000","160.3215","16.87","16.57"
"77.197.210.217","244.3.210.197","53","34466","26","2657","27","31809","38.998137000","60.9772","348.59","4173.23"
"67.122.211.41","244.3.41.224","1","66","1","66","0","0","39.127302000","0.0000","N/A","N/A"
"67.122.211.41","244.3.41.41","1","66","1","66","0","0","39.215412000","0.0000","N/A","N/A"
"41.177.26.176","77.197.128.180","1130","674157","677","628513","453","45644","39.216149000","59.3885","84664.62","6148.53"
"77.197.210.82","244.3.210.197","56","43083","24","2107","32","40976","39.353211000","9.4848","1777.16","34561.46"
"253.37.253.31","253.37.253.91","1","253","1","253","0","0","39.407379000","0.0000","N/A","N/A"
"244.3.160.91","244.3.160.210","48","6177","0","0","48","6177","39.519648000","146.6580","N/A","336.95"
"41.177.26.176","149.214.203.116","22","11467","11","10119","11","1348","39.598194000","2.0381","39719.81","5291.26"
"41.177.26.91","214.111.3.85","4","5672","4","5672","0","0","39.706967000","180.0323","252.04","N/A"
"41.177.3.91","41.177.3.202","2","494","0","0","2","494","39.787162000","0.0002","N/A","25496774.19"
"68.159.161.215","244.3.210.197","25","9686","13","1408","12","8278","39.881763000","0.5899","19093.69","112256.82"
"67.122.211.41","244.3.41.246","1","66","1","66","0","0","39.967152000","0.0000","N/A","N/A"
"67.122.211.41","244.3.41.244","1","66","1","66","0","0","39.982654000","0.0000","N/A","N/A"
"41.177.26.176","77.197.210.249","336","203689","199","189836","137","13853","40.006540000","28.5379","53216.45","3883.39"
"41.177.98.92","41.177.202.202","10","1240","5","455","5","785","40.166948000","1.0866","3349.90","5779.49"
"41.177.26.176","77.197.210.80","470","286024","279","266878","191","19146","40.197268000","28.4598","75019.06","5381.92"
"41.177.26.15","77.197.210.213","39","34899","26","33764","13","1135","40.253805000","0.7603","355292.25","11943.39"
"117.98.154.128","244.3.210.197","4","256","0","0","4","256","40.282019000","5.0000","N/A","409.60"
"203.164.144.197","244.3.210.197","2","128","0","0","2","128","40.282041000","0.0000","N/A","23272727.27"
"41.177.26.91","77.197.128.241","42","33197","25","31558","17","1639","40.319922000","9.0419","27921.41","1450.13"
"41.177.117.241","145.95.41.251","8","816","4","408","4","408","40.870410000","177.9352","18.34","18.34"
"67.81.116.154","244.3.31.46","4","320","2","132","2","188","40.980235000","2.9881","353.40","503.32"
"41.177.24.241","244.3.153.248","7","568","3","260","4","308","40.983891000","124.2044","16.75","19.84"
"41.177.26.15","77.197.210.217","170","145017","103","139978","67","5039","41.091599000","17.8539","62721.55","2257.88"
"41.177.26.15","77.197.210.176","284","271300","190","264677","94","6623","41.103001000","182.1329","11625.66","290.91"
"41.177.230.164","210.218.218.160","16","1024","16","1024","0","0","41.113201000","180.1800","45.47","N/A"
"41.177.31.164","210.218.218.160","8","512","8","512","0","0","41.113325000","180.1760","22.73","N/A"
"41.177.3.164","210.218.218.160","8","512","8","512","0","0","41.113480000","180.1759","22.73","N/A"
"41.177.204.57","210.218.218.160","4","256","4","256","0","0","41.113811000","180.1752","11.37","N/A"
"41.177.72.41","210.218.218.160","8","512","8","512","0","0","41.113887000","180.1756","22.73","N/A"
"41.177.24.188","210.218.218.160","12","768","12","768","0","0","41.113956000","180.1792","34.10","N/A"
"41.177.3.90","210.218.218.3","6","442","6","442","0","0","41.245277000","61.3942","57.60","N/A"
"41.177.26.91","77.197.210.128","43","35418","27","33822","16","1596","41.311192000","10.4383","25921.38","1223.18"
"244.3.41.91","244.3.41.144","2","458","0","0","2","458","41.423422000","0.0004","N/A","9983651.23"
"41.177.26.15","77.197.210.153","138","127037","89","123598","49","3439","41.481559000","1.0455","945741.42","26314.38"
"41.177.26.15","77.197.210.110","203","207085","146","202832","57","4253","41.524496000","12.6099","128680.88","2698.19"
"41.177.98.205","41.177.230.31","8","752","4","376","4","376","41.656803000","173.0025","17.39","17.39"
"41.177.26.15","77.197.210.2","224","208290","147","202757","77","5533","41.666613000","9.5354","170109.11","4642.08"
"41.177.26.91","77.197.210.217","24","16364","12","15293","12","1071","41.788499000","0.4667","262160.47","18359.63"
"41.177.26.176","68.157.168.156","292","118759","145","105153","147","13606","41.869233000","188.6493","4459.19","576.99"
"41.177.230.130","244.3.153.111","21","2340","0","0","21","2340","41.934744000","132.0016","N/A","141.82"
"41.177.230.91","41.177.230.185","8","2016","0","0","8","2016","42.037808000","0.0003","N/A","62270270.27"
"41.177.230.91","41.177.230.253","136","14284","0","0","136","14284","42.039934000","84.6143","N/A","1350.50"
"41.177.230.43","41.177.230.91","8","1996","8","1996","0","0","42.040023000","84.6143","188.72","N/A"
"41.177.230.91","41.177.230.218","8","1996","0","0","8","1996","42.040103000","84.6143","N/A","188.72"
"41.177.230.91","41.177.230.210","8","1996","0","0","8","1996","42.040173000","84.6143","N/A","188.72"
"41.177.230.91","41.177.230.217","8","1996","0","0","8","1996","42.040242000","84.6143","N/A","188.72"
"41.177.230.37","41.177.230.91","8","1996","8","1996","0","0","42.040308000","84.6143","188.72","N/A"
"41.177.230.91","41.177.230.168","8","1996","0","0","8","1996","42.040378000","84.6143","N/A","188.72"
"41.177.230.91","41.177.230.204","8","1996","0","0","8","1996","42.040431000","84.6143","N/A","188.72"
"41.177.230.46","41.177.230.91","8","2076","8","2076","0","0","42.051532000","0.0003","50480243.16","N/A"
"41.177.230.12","41.177.230.91","8","2076","8","2076","0","0","42.051708000","0.0003","55731543.62","N/A"
"244.3.153.197","244.3.202.202","10","1791","5","427","5","1364","42.082107000","11.4899","297.31","949.71"
"253.37.253.251","253.37.253.254","32","9670","14","913","18","8757","42.097378000","160.2811","45.57","437.08"
"41.177.26.91","77.197.210.153","29","19453","14","18162","15","1291","42.168539000","0.6252","232405.92","16519.99"
"41.177.230.130","244.3.153.142","36","4104","0","0","36","4104","42.295736000","163.5062","N/A","200.80"
"41.177.98.127","85.26.113.153","14","1162","7","531","7","631","42.369824000","1.7971","2363.84","2809.00"
"41.177.108.224","244.3.160.254","6","564","3","282","3","282","42.464171000","191.9981","11.75","11.75"
"41.177.98.176","151.77.108.215","354","254744","198","225093","156","29651","42.496037000","53.6329","33575.38","4422.81"
"41.177.98.121","244.157.156.98","8","752","4","376","4","376","42.498862000","160.0035","18.80","18.80"
"244.3.153.77","244.3.202.202","8","1644","4","327","4","1317","42.701399000","171.0210","15.30","61.61"
"41.177.26.46","77.197.128.41","7","934","3","354","4","580","42.778198000","0.1713","16531.82","27086.03"
"215.203.31.218","244.3.210.197","1483","1449842","510","88650","973","1361192","42.862973000","66.8477","10609.20","162900.78"
