"Address A","Port A","Address B","Port B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"244.3.153.102","2873","244.3.160.80","443","15","1983","7","1032","8","951","233.048430000","0.2374","34772.21","32042.99"
"244.3.160.239","62267","40.248.176.156","80","11","2326","6","1476","5","850","138.819631000","0.2374","49744.29","28646.78"
"41.177.3.224","52714","244.3.41.117","8412","22","6831","11","2836","11","3995","78.646440000","0.2374","95586.78","134650.63"
"244.3.160.239","62025","188.68.72.71","80","11","1704","6","1189","5","515","107.597319000","0.2371","40114.03","17374.88"
"18.132.77.186","12252","244.3.160.239","80","11","2152","5","1173","6","979","53.017496000","0.2371","39586.42","33039.30"
"244.3.160.239","61401","177.124.75.164","80","45","36298","18","2905","27","33393","25.061430000","0.2370","98041.28","1126985.40"
"253.37.253.43","2000","253.116.23.22","515","13","3877","13","3877","0","0","175.093010000","0.2370","130882.45","N/A"
"151.77.39.25","15120","244.3.160.239","80","18","7018","8","1724","10","5294","215.083984000","0.2369","58209.07","178746.43"
"41.177.34.163","45727","41.177.98.176","80","151","128279","60","8021","91","120258","233.079324000","0.2369","270895.08","4061501.05"
"244.3.160.239","61761","244.3.31.75","80","41","35367","16","1876","25","33491","71.109813000","0.2369","63363.13","1131180.42"
"244.3.160.239","61940","177.124.75.164","80","16","6415","8","2182","8","4233","101.407317000","0.2367","73746.74","143065.96"
"41.177.98.252","13135","244.3.160.239","80","12","2520","6","1203","6","1317","42.810953000","0.2367","40659.41","44512.42"
"244.3.164.46","7790","244.3.160.239","80","12","3305","6","1231","6","2074","155.806413000","0.2365","41634.08","70145.47"
"244.3.160.239","62110","244.3.31.75","80","43","35784","17","2020","26","33764","113.654995000","0.2365","68322.01","1141992.25"
"244.3.181.123","5833","244.3.160.239","80","58","36378","21","2462","37","33916","1.701061000","0.2362","83373.55","1148536.65"
"244.3.160.239","61931","40.248.176.156","80","13","2838","7","1229","6","1609","99.933134000","0.2361","41636.67","54510.50"
"242.161.82.241","57996","244.3.210.197","80","22","15505","10","1203","12","14302","86.906106000","0.2353","40904.98","486303.38"
"244.3.160.239","62112","188.68.193.91","80","10","2197","6","1467","4","730","113.738634000","0.2352","49908.14","24835.00"
"15.186.110.132","47706","41.177.26.91","80","16","7941","8","1000","8","6941","86.403738000","0.2351","34035.31","236239.10"
"244.3.160.239","62172","77.91.159.163","80","14","2663","8","2109","6","554","119.194980000","0.2348","71867.61","18878.45"
"244.3.160.239","62014","188.68.72.71","80","11","1697","6","1179","5","518","106.917509000","0.2345","40220.55","17671.11"
"244.3.160.239","61237","82.242.98.77","80","34","31469","11","2032","23","29437","0.919385000","0.2341","69447.83","1006070.70"
"244.3.160.239","61970","40.248.176.156","80","13","4333","7","1391","6","2942","103.724293000","0.2340","47551.49","100572.60"
"244.3.160.239","62020","188.68.72.71","80","11","1710","6","1193","5","517","107.259208000","0.2340","40793.65","17678.39"
"244.3.160.239","61852","117.246.95.43","80","10","1565","6","938","4","627","87.232032000","0.2338","32090.18","21450.47"
"242.161.82.241","61126","244.3.210.197","80","20","12297","10","1185","10","11112","98.294747000","0.2337","40556.84","380310.25"
"244.3.253.224","6230","244.3.160.239","80","12","2624","6","1381","6","1243","222.449638000","0.2336","47284.80","42559.75"
"244.3.160.239","61503","122.248.218.117","80","11","2082","6","1472","5","610","41.686270000","0.2336","50417.43","20893.09"
"242.161.82.241","58828","244.3.210.197","80","20","12623","10","1113","10","11510","184.169506000","0.2335","38130.80","394326.63"
"242.161.82.241","61310","244.3.210.197","80","19","11027","9","1110","10","9917","62.719809000","0.2334","38052.79","339972.57"
"242.161.82.241","50505","244.3.210.197","80","20","12992","10","1186","10","11806","120.442166000","0.2333","40660.65","404755.17"
"41.177.98.143","8001","194.143.194.43","1570","3","298","1","140","2","158","18.383663000","0.2333","N/A","5416.96"
"242.161.82.241","63025","244.3.210.197","80","20","13176","10","1112","10","12064","180.812122000","0.2332","38140.32","413781.28"
"244.3.160.239","62021","188.68.72.71","80","11","1703","6","1186","5","517","107.429451000","0.2331","40711.77","17747.04"
"77.197.128.139","28962","41.177.26.176","80","18","13071","7","448","11","12623","95.718812000","0.2329","15390.30","433642.23"
"151.77.217.75","12990","244.3.160.239","80","15","2406","8","1518","7","888","104.558111000","0.2329","52151.51","30507.60"
"41.177.98.252","10729","244.3.160.239","80","13","6055","6","1203","7","4852","32.600873000","0.2326","41381.98","166903.88"
"244.3.160.239","61479","177.124.75.164","80","16","7259","8","2246","8","5013","37.944657000","0.2325","77265.44","172453.98"
"41.177.98.252","5531","244.3.160.239","80","16","9307","7","1280","9","8027","32.271364000","0.2325","44045.28","276212.11"
"244.3.160.204","31818","244.3.160.239","443","7","448","4","256","3","192","52.202823000","0.2324","8811.29","6608.47"
"244.3.213.252","8649","244.3.160.239","80","17","7440","9","6074","8","1366","18.281760000","0.2320","209467.24","47107.71"
"244.3.160.239","61417","244.3.31.75","80","43","36020","17","2256","26","33764","27.573693000","0.2318","77873.33","1165476.50"
"244.3.160.239","62015","188.68.193.91","80","10","2226","6","1430","4","796","106.942405000","0.2317","49371.42","27482.27"
"244.3.160.239","61624","244.3.31.75","80","34","26660","14","1900","20","24760","57.469485000","0.2317","65603.49","854917.02"
"244.3.160.239","61588","177.124.75.164","80","13","3470","7","2367","6","1103","50.794095000","0.2317","81730.96","38085.87"
"41.177.223.45","14592","244.3.160.239","80","12","1839","6","960","6","879","2.293305000","0.2316","33155.75","30358.24"
"244.3.160.239","61837","197.154.128.197","80","10","1876","6","1198","4","678","81.032704000","0.2315","41401.00","23430.62"
"244.3.56.90","14720","244.3.160.239","80","22","12055","9","1618","13","10437","21.793877000","0.2313","55956.63","360951.40"
"244.3.160.239","62082","177.124.75.164","80","19","11058","9","2204","10","8854","111.830247000","0.2313","76227.37","306223.74"
"18.132.77.186","14971","244.3.160.239","80","10","1784","5","1106","5","678","65.064397000","0.2312","38273.04","23462.14"
"77.197.210.108","25027","41.177.26.15","80","7","1013","4","622","3","391","12.966079000","0.2310","21537.58","13538.90"
"244.3.160.239","61331","198.123.241.156","80","11","1653","6","1209","5","444","8.310238000","0.2309","41882.28","15381.08"
"244.3.160.239","61888","188.68.193.91","80","10","2290","6","1419","4","871","95.614628000","0.2309","49172.66","30182.79"
"244.3.160.239","61468","122.248.218.117","80","11","2100","6","1481","5","619","34.549086000","0.2308","51326.48","21452.46"
"244.3.160.248","47307","41.177.26.193","80","40","31385","16","2489","24","28896","35.270820000","0.2308","86273.46","1001590.11"
"244.3.160.239","61896","188.68.193.91","80","10","2271","6","1427","4","844","96.649678000","0.2306","49514.23","29285.22"
"244.3.181.123","11619","244.3.160.239","80","31","21869","12","1857","19","20012","2.357329000","0.2305","64459.30","694647.05"
"244.3.164.46","12852","244.3.160.239","80","15","4577","7","1203","8","3374","154.592842000","0.2303","41788.79","117203.14"
"41.177.3.224","9305","41.177.143.72","3129","14","2996","6","1118","8","1878","74.379846000","0.2300","38885.94","65320.04"
"244.3.160.239","61230","85.241.98.37","80","36","27307","15","2079","21","25228","0.439127000","0.2298","72383.22","878347.27"
"47.167.92.130","1272","244.3.41.84","23","4","256","2","128","2","128","153.461979000","0.2296","4460.30","4460.30"
"253.160.251.79","2602","253.37.253.43","446","20","19090","0","0","20","19090","49.428413000","0.2293","N/A","666082.23"
"244.3.160.239","61955","188.68.193.91","80","12","3157","7","1491","5","1666","102.515685000","0.2292","52048.92","58157.95"
"244.3.160.204","61229","244.3.160.239","443","7","448","4","256","3","192","228.231493000","0.2291","8938.70","6704.03"
"244.3.160.239","62133","188.68.193.91","80","12","3195","7","1530","5","1665","115.047571000","0.2289","53462.39","58179.66"
"244.3.160.204","61896","244.3.160.239","443","7","448","4","256","3","192","232.232432000","0.2289","8947.49","6710.62"
"244.3.160.239","61578","177.124.75.164","80","14","3234","7","2366","7","868","49.947075000","0.2287","82745.72","30356.42"
"244.3.160.239","62651","177.124.75.164","80","19","11299","9","2203","10","9096","211.514069000","0.2287","77061.32","318179.63"
"244.3.177.130","2419","41.177.98.176","80","7","1482","4","1124","3","358","223.077984000","0.2286","39331.64","12527.34"
"41.177.98.252","2784","244.3.160.239","80","58","36180","21","2207","37","33973","25.058415000","0.2283","77321.60","1190234.08"
"244.3.160.239","62528","122.248.218.117","80","11","2086","6","1467","5","619","193.786221000","0.2283","51397.49","21687.15"
"244.3.160.204","34149","244.3.160.89","443","13","3841","5","362","8","3479","66.208483000","0.2281","12693.90","121994.73"
"244.3.160.239","61517","122.248.218.117","80","11","2068","6","1458","5","610","45.070945000","0.2281","51142.19","21396.94"
"244.3.160.204","61221","244.3.160.89","443","13","3841","5","362","8","3479","228.229353000","0.2278","12715.36","122200.95"
"244.3.160.239","61884","188.68.193.91","80","10","2506","6","1662","4","844","93.347437000","0.2274","58463.74","29689.17"
"244.3.160.239","61476","122.248.218.117","80","11","2068","6","1458","5","610","37.513288000","0.2273","51314.99","21469.23"
"244.3.160.239","61351","41.43.180.128","80","11","2923","6","1731","5","1192","14.411524000","0.2272","60938.10","41963.15"
"244.3.160.239","61613","177.124.75.164","80","20","11051","9","1746","11","9305","54.337456000","0.2272","61478.33","327637.96"
"244.3.160.204","57875","244.3.160.89","443","13","3841","5","362","8","3479","208.224620000","0.2271","12754.90","122580.93"
"15.205.242.71","2123","244.3.210.197","80","6","1249","4","911","2","338","162.749804000","0.2269","32114.64","11915.20"
"244.3.160.239","61281","85.241.98.37","80","28","17964","12","1850","16","16114","2.701157000","0.2269","65218.35","568069.45"
"244.3.160.239","62575","40.248.176.156","80","13","3055","7","1585","6","1470","201.319444000","0.2269","55890.05","51834.94"
"244.3.160.204","39506","244.3.160.239","443","7","448","4","256","3","192","98.210148000","0.2266","9038.11","6778.58"
"244.3.160.204","32812","244.3.160.89","443","13","3841","5","362","8","3479","58.201197000","0.2264","12791.46","122932.32"
"244.3.160.204","39496","244.3.160.89","443","13","3841","5","362","8","3479","98.207497000","0.2264","12794.01","122956.76"
"244.3.160.239","61593","82.242.98.77","80","39","31722","16","2362","23","29360","51.126604000","0.2263","83501.25","1037932.62"
"244.3.47.210","1219","244.3.41.84","23","4","256","2","128","2","128","32.460423000","0.2262","4526.71","4526.71"
"244.3.160.239","62081","40.248.176.156","80","13","3079","7","1541","6","1538","111.804312000","0.2262","54499.48","54393.38"
"244.3.160.239","61282","85.241.98.37","80","16","8001","8","1586","8","6415","2.746166000","0.2261","56112.30","226961.14"
"244.3.160.239","62322","85.241.98.37","80","34","25866","14","1579","20","24287","153.170932000","0.2261","55879.71","859500.04"
"244.3.160.204","58546","244.3.160.89","443","13","3841","5","362","8","3479","212.227000000","0.2257","12831.08","123313.04"
"244.3.160.239","62530","122.248.218.117","80","11","2086","6","1467","5","619","194.329671000","0.2257","51999.38","21941.12"
"244.3.160.204","34485","244.3.160.89","443","13","3841","5","362","8","3479","68.204109000","0.2256","12838.59","123385.20"
"244.3.164.46","15761","244.3.160.239","80","12","3161","6","1135","6","2026","155.137613000","0.2255","40272.86","71887.95"
"244.3.160.239","61505","122.248.218.117","80","11","2100","6","1481","5","619","42.164313000","0.2255","52551.51","21964.47"
"244.3.160.204","23453","244.3.160.89","443","13","3841","5","362","8","3479","2.191732000","0.2254","12845.71","123453.61"
"244.3.160.204","28476","244.3.160.239","443","7","448","4","256","3","192","32.199155000","0.2250","9101.13","6825.85"
"244.3.160.204","27809","244.3.160.239","443","7","448","4","256","3","192","28.198857000","0.2249","9106.19","6829.64"
"244.3.160.239","61504","122.248.218.117","80","11","2100","6","1481","5","619","41.702230000","0.2249","52689.63","22022.20"
"244.3.160.239","61477","122.248.218.117","80","11","2086","6","1467","5","619","37.527102000","0.2248","52201.06","22026.22"
"244.3.77.218","9475","244.3.160.239","80","12","1984","6","1192","6","792","5.247282000","0.2246","42453.36","28207.26"
"244.3.160.204","51197","244.3.160.254","443","7","448","4","256","3","192","168.221396000","0.2246","9119.61","6839.71"
"244.3.160.204","27801","244.3.160.89","443","13","3841","5","362","8","3479","28.196742000","0.2246","12896.50","123941.81"
"244.3.160.239","62208","40.248.176.156","80","13","2955","7","1347","6","1608","123.437986000","0.2245","47993.80","57293.27"
"244.3.164.46","10639","244.3.160.239","80","12","3082","6","1135","6","1947","155.139151000","0.2245","40444.35","69378.99"
"244.3.160.239","61480","122.248.218.117","80","11","2086","6","1467","5","619","38.039631000","0.2245","52284.32","22061.35"
"244.3.160.239","61467","122.248.218.117","80","11","2100","6","1481","5","619","34.043299000","0.2243","52822.35","22077.67"
"244.3.160.204","31810","244.3.160.89","443","13","3841","5","362","8","3479","52.200646000","0.2242","12916.46","124133.62"
"244.3.160.204","25126","244.3.160.89","443","13","3841","5","362","8","3479","12.194366000","0.2241","12920.15","124169.07"
"244.3.160.239","62519","122.248.218.117","80","11","2100","6","1481","5","619","190.731993000","0.2239","52915.06","22116.42"
"244.3.160.204","25134","244.3.160.239","443","7","448","4","256","3","192","12.196549000","0.2239","9148.00","6861.00"
"77.197.128.186","33525","41.177.26.15","80","7","1038","4","647","3","391","70.488641000","0.2239","23121.08","13972.71"
"244.3.181.123","10232","244.3.160.239","80","13","4783","6","1467","7","3316","1.945031000","0.2238","52428.90","118510.05"
"244.3.160.239","61925","40.248.176.156","80","13","4777","7","1392","6","3385","99.445250000","0.2238","49762.05","121009.00"
"244.3.160.239","62527","122.248.218.117","80","11","2068","6","1458","5","610","193.772857000","0.2238","52127.75","21809.28"
"244.3.160.204","51198","244.3.160.254","80","7","448","4","256","3","192","168.221649000","0.2238","9152.99","6864.74"
"244.3.160.239","62521","122.248.218.117","80","11","2100","6","1481","5","619","191.265490000","0.2236","52987.00","22146.49"
"244.3.160.204","30137","244.3.160.89","443","13","3841","5","362","8","3479","42.198629000","0.2236","12953.15","124486.19"
"244.3.160.204","56873","244.3.160.89","443","13","3841","5","362","8","3479","202.224324000","0.2236","12954.54","124499.55"
"41.177.98.220","7010","244.3.185.118","2127","4","1477","2","1271","2","206","216.260516000","0.2235","45502.96","7374.99"
"41.177.98.43","38637","41.177.26.155","8010","14","5616","8","2388","6","3228","230.507695000","0.2234","85514.77","115595.34"
"244.3.160.204","38494","244.3.160.89","443","13","3841","5","362","8","3479","92.207012000","0.2233","12966.25","124612.15"
"244.3.160.239","61521","122.248.218.117","80","11","2086","6","1467","5","619","45.595733000","0.2233","52560.39","22177.83"
"244.3.160.204","35160","244.3.160.239","443","7","448","4","256","3","192","72.206358000","0.2232","9175.71","6881.78"
"145.95.48.71","2176","244.3.41.13","923","4","325","2","151","2","174","162.626584000","0.2231","5415.39","6240.25"
"244.3.160.239","61464","122.248.218.117","80","11","2082","6","1472","5","610","34.028645000","0.2230","52804.10","21882.13"
"244.3.253.224","9740","244.3.160.239","80","14","4111","7","2293","7","1818","218.010547000","0.2230","82260.09","65219.73"
"244.3.160.204","39160","244.3.160.89","443","13","3841","5","362","8","3479","96.207059000","0.2230","12988.00","124821.17"
"244.3.155.77","12856","244.3.160.239","80","14","2521","8","1517","6","1004","0.192449000","0.2230","54428.36","36022.46"
"244.3.155.77","2912","244.3.160.239","80","14","2505","8","1518","6","987","0.192118000","0.2229","54481.34","35423.64"
"244.3.160.204","56216","244.3.160.239","443","7","448","4","256","3","192","198.226427000","0.2229","9189.91","6892.44"
"244.3.160.204","32822","244.3.160.239","443","7","448","4","256","3","192","58.203859000","0.2226","9199.53","6899.65"
"244.3.160.239","61926","40.248.176.156","80","13","3026","7","1392","6","1634","99.445760000","0.2226","50023.36","58719.95"
"244.3.160.204","33828","244.3.160.239","443","7","448","4","256","3","192","64.205153000","0.2226","9201.97","6901.48"
"244.3.160.204","37501","244.3.160.239","443","7","448","4","256","3","192","86.209354000","0.2225","9203.71","6902.78"
"244.3.181.123","8900","244.3.160.239","80","12","3225","6","1505","6","1720","1.947442000","0.2224","54138.15","61872.17"
"41.177.223.45","10153","244.3.160.239","80","9","1448","5","890","4","558","2.220357000","0.2223","32022.45","20077.00"
"41.177.223.45","14865","244.3.160.239","80","12","2184","6","955","6","1229","4.873410000","0.2223","34364.88","44224.54"
"244.3.160.204","26128","244.3.160.89","443","13","3841","5","362","8","3479","18.193998000","0.2222","13031.60","125240.18"
"244.3.160.204","37162","244.3.160.89","443","13","3841","5","362","8","3479","84.205813000","0.2221","13039.05","125311.79"
"41.177.192.117","4137","244.3.160.239","80","13","3388","6","1181","7","2207","164.731405000","0.2221","42548.02","79511.83"
"47.241.184.51","50453","41.177.26.91","80","17","12409","6","683","11","11726","173.223488000","0.2216","24657.37","423327.03"
"244.3.160.204","51201","244.3.160.254","4000","7","448","4","256","3","192","168.222442000","0.2216","9242.63","6931.97"
"244.3.181.123","5648","244.3.160.239","80","12","2006","6","1270","6","736","111.424684000","0.2215","45861.21","26577.83"
"41.177.199.139","2281","244.3.160.239","80","12","2032","6","1282","6","750","112.268693000","0.2215","46311.47","27093.30"
"224.47.199.136","51241","41.177.98.143","8001","3","298","2","158","1","140","146.683589000","0.2214","5707.83","N/A"
"244.3.160.204","29480","244.3.160.239","443","7","448","4","256","3","192","38.200495000","0.2214","9249.43","6937.07"
"244.3.160.239","61474","94.2.202.203","80","16","7619","10","6404","6","1215","36.900581000","0.2214","231451.41","43912.16"
"244.3.160.204","62225","244.3.160.89","443","13","3841","5","362","8","3479","234.229517000","0.2212","13090.57","125806.86"
"244.3.160.204","24467","244.3.160.239","443","7","448","4","256","3","192","8.196081000","0.2211","9261.27","6945.95"
"244.3.160.204","36821","244.3.160.89","443","13","3841","5","362","8","3479","82.204986000","0.2211","13096.07","125859.77"
"244.3.160.204","59224","244.3.160.239","443","7","448","4","256","3","192","216.229843000","0.2211","9262.32","6946.74"
"244.3.160.204","36831","244.3.160.239","443","7","448","4","256","3","192","82.207694000","0.2209","9270.45","6952.84"
"241.151.91.231","64235","41.177.98.127","210","3","298","2","223","1","75","32.799354000","0.2207","8082.57","N/A"
"244.3.181.123","11405","244.3.160.239","80","15","6194","7","1284","8","4910","121.922027000","0.2207","46543.24","177980.77"
"253.160.251.85","44750","253.37.253.43","446","23","23333","0","0","23","23333","74.159511000","0.2206","N/A","845980.93"
"244.3.164.46","4927","244.3.160.239","80","18","7775","8","1257","10","6518","155.384587000","0.2206","45588.70","236393.89"
"244.3.160.204","29138","244.3.160.89","443","13","3841","5","362","8","3479","36.198599000","0.2204","13137.48","126257.72"
"244.3.160.204","36164","244.3.160.239","443","7","448","4","256","3","192","78.206914000","0.2204","9291.14","6968.36"
"41.177.72.67","56425","244.3.41.84","23","4","256","2","128","2","128","153.475556000","0.2204","4645.85","4645.85"
"244.3.160.204","61884","244.3.160.89","443","13","3841","5","362","8","3479","232.229263000","0.2203","13143.03","126311.01"
"244.3.160.204","23794","244.3.160.89","443","13","3841","5","362","8","3479","4.192524000","0.2202","13153.29","126409.69"
"244.3.160.204","30478","244.3.160.89","443","13","3841","5","362","8","3479","44.199262000","0.2201","13157.83","126453.34"
"244.3.153.55","2858","41.177.24.241","443","17","4182","8","2371","9","1811","106.568890000","0.2201","86192.32","65834.80"
"244.3.160.204","52209","244.3.160.239","443","7","448","4","256","3","192","174.224442000","0.2200","9307.65","6980.74"
"244.3.160.204","28464","244.3.160.89","443","13","3841","5","362","8","3479","32.196070000","0.2200","13163.40","126506.79"
"244.3.160.204","35148","244.3.160.89","443","13","3841","5","362","8","3479","72.203126000","0.2199","13171.60","126585.62"
"244.3.160.204","27132","244.3.160.89","443","13","3841","5","362","8","3479","24.195634000","0.2198","13178.01","126647.25"
"244.3.160.204","51205","244.3.160.239","80","7","448","4","256","3","192","168.223520000","0.2197","9320.36","6990.27"
"41.177.192.117","4275","244.3.160.239","80","13","3884","6","1132","7","2752","164.734388000","0.2197","41219.47","100208.46"
"244.3.160.204","37823","244.3.160.89","443","13","3841","5","362","8","3479","88.205751000","0.2197","13183.05","126695.68"
"244.3.160.204","24455","244.3.160.89","443","13","3841","5","362","8","3479","8.192914000","0.2196","13185.69","126721.06"
"244.3.160.204","30486","244.3.160.239","443","7","448","4","256","3","192","44.201453000","0.2196","9326.51","6994.89"
"41.177.93.23","1176","244.3.41.84","23","4","256","2","128","2","128","153.457478000","0.2192","4672.07","4672.07"
"244.3.160.239","62429","41.177.254.197","80","13","3473","7","1311","6","2162","164.734800000","0.2191","47865.28","78935.72"
"244.3.3.145","15881","244.3.160.239","80","12","2867","6","1013","6","1854","202.734233000","0.2191","36990.21","67699.75"
"41.177.211.185","2564","244.3.160.239","80","12","2358","6","1316","6","1042","160.654101000","0.2191","48059.23","38052.98"
"41.177.199.139","15950","244.3.160.239","80","11","2751","5","1211","6","1540","112.049992000","0.2190","44240.07","56259.05"
"244.3.160.239","62348","198.123.241.156","80","11","1759","6","1315","5","444","157.889112000","0.2188","48070.33","16230.59"
"41.177.211.185","3468","244.3.160.239","80","49","39797","18","2083","31","37714","160.764239000","0.2188","76159.14","1378908.16"
"244.3.41.47","1047","244.3.41.84","923","4","325","2","151","2","174","218.473422000","0.2188","5521.23","6362.21"
"41.177.98.143","8001","244.160.201.209","3050","3","298","1","140","2","158","118.285956000","0.2186","N/A","5782.33"
"244.3.160.204","59548","244.3.160.89","443","13","3841","5","362","8","3479","218.226977000","0.2186","13249.88","127337.95"
"41.177.211.185","10798","244.3.160.239","80","12","2931","6","1338","6","1593","177.904333000","0.2186","48974.44","58308.13"
"41.177.98.220","7080","244.3.220.197","1229","3","316","1","128","2","188","63.080763000","0.2185","N/A","6881.85"
"244.3.3.145","4383","244.3.160.239","80","12","1854","6","1024","6","830","203.235327000","0.2185","37484.27","30382.76"
"244.3.3.145","5041","244.3.160.239","80","12","2693","6","1024","6","1669","203.234931000","0.2185","37487.53","61100.28"
"244.3.160.204","34159","244.3.160.239","443","7","448","4","256","3","192","66.211730000","0.2182","9383.86","7037.90"
"244.3.160.204","33150","244.3.160.89","443","13","3841","5","362","8","3479","60.203400000","0.2182","13273.69","127566.74"
"41.177.211.185","4628","244.3.160.239","80","12","2742","6","1308","6","1434","160.655920000","0.2178","48044.74","52672.90"
"41.177.223.45","12240","244.3.160.239","80","12","1809","6","960","6","849","4.878445000","0.2175","35316.68","31233.19"
"244.3.160.204","28805","244.3.160.89","443","13","3841","5","362","8","3479","34.197040000","0.2173","13325.24","128062.14"
"41.177.211.185","2074","244.3.160.239","80","42","32147","16","1954","26","30193","160.875758000","0.2173","71938.08","1111579.49"
"244.3.3.145","13824","244.3.160.239","80","12","1996","6","1024","6","972","203.125805000","0.2173","37702.68","35788.09"
"41.177.211.185","12601","244.3.160.239","80","12","3032","6","1317","6","1715","160.656823000","0.2172","48506.95","63165.84"
"41.177.211.185","13976","244.3.160.239","80","12","2140","6","1349","6","791","178.016168000","0.2172","49687.84","29134.97"
"244.3.160.239","61809","43.106.84.231","80","13","2138","7","1116","6","1022","78.532348000","0.2171","41115.38","37652.26"
"244.3.160.204","25792","244.3.160.89","443","13","3841","5","362","8","3479","16.194352000","0.2171","13337.32","128178.32"
"244.3.160.204","60885","244.3.160.89","443","13","3841","5","362","8","3479","226.229404000","0.2171","13340.46","128208.44"
"41.177.211.185","13157","244.3.160.239","80","12","2091","6","1342","6","749","178.015966000","0.2170","49480.81","27616.34"
"244.3.160.239","62202","40.248.176.156","80","11","2376","6","1531","5","845","122.836861000","0.2169","56455.40","31159.25"
"41.177.192.117","3081","244.3.160.239","80","12","2386","6","1133","6","1253","164.847059000","0.2167","41831.08","46261.56"
"244.3.160.204","35489","244.3.160.89","443","13","3841","5","362","8","3479","74.203864000","0.2165","13374.03","128531.12"
"244.3.160.204","58554","244.3.160.239","443","7","448","4","256","3","192","212.229115000","0.2165","9460.20","7095.15"
"244.3.160.204","35822","244.3.160.89","443","13","3841","5","362","8","3479","76.204910000","0.2165","13378.73","128576.25"
"41.177.211.185","8869","244.3.160.239","80","12","2941","6","1350","6","1591","178.126927000","0.2164","49914.96","58825.70"
"244.3.160.239","62487","244.3.31.75","80","11","2833","6","1231","5","1602","177.906621000","0.2163","45523.04","59242.82"
"244.3.160.204","33816","244.3.160.89","443","13","3841","5","362","8","3479","64.202051000","0.2162","13393.08","128714.20"
"244.3.149.55","49947","244.3.41.84","23","4","256","2","128","2","128","153.470116000","0.2162","4735.79","4735.79"
"41.177.211.185","9590","244.3.160.239","80","12","2946","6","1346","6","1600","178.126700000","0.2162","49805.04","59203.62"
"151.77.39.25","3014","244.3.160.239","80","13","5773","6","1510","7","4263","215.321358000","0.2161","55903.93","157826.78"
"244.3.160.204","57214","244.3.160.89","443","13","3841","5","362","8","3479","204.225528000","0.2161","13403.13","128810.70"
"244.3.160.204","23132","244.3.160.239","443","7","448","4","256","3","192","0.194458000","0.2159","9484.42","7113.32"
"203.67.168.48","54249","41.177.98.143","8001","3","298","2","158","1","140","68.178676000","0.2159","5854.32","N/A"
"244.3.160.204","24133","244.3.160.239","443","7","448","4","256","3","192","6.196338000","0.2158","9489.52","7117.14"
"244.3.181.123","7163","244.3.160.239","80","12","2216","6","1457","6","759","2.249627000","0.2158","54019.23","28140.42"
"244.3.160.204","60564","244.3.160.239","443","7","448","4","256","3","192","224.231563000","0.2157","9496.69","7122.52"
"244.3.160.204","59212","244.3.160.89","443","13","3841","5","362","8","3479","216.226668000","0.2156","13432.53","129093.30"
"244.3.181.123","15265","244.3.160.239","80","12","2225","6","1513","6","712","2.140130000","0.2156","56145.95","26421.62"
"244.3.160.204","59886","244.3.160.89","443","13","3841","5","362","8","3479","220.228543000","0.2155","13440.39","129168.79"
"244.3.181.123","4379","244.3.160.239","80","12","3489","6","1463","6","2026","2.590103000","0.2153","54363.63","75284.15"
"244.3.160.239","62500","198.123.241.156","80","11","1879","6","1435","5","444","184.852185000","0.2152","53337.79","16503.12"
"244.3.160.239","61513","177.124.75.164","80","18","9927","9","2325","9","7602","44.612649000","0.2150","86501.17","282830.91"
"244.3.160.204","60552","244.3.160.89","443","13","3841","5","362","8","3479","224.228418000","0.2150","13469.14","129445.14"
"244.3.160.204","38171","244.3.160.239","443","7","448","4","256","3","192","90.209222000","0.2150","9525.63","7144.22"
"41.177.199.139","12209","244.3.160.239","80","12","1938","6","1153","6","785","99.220114000","0.2149","42913.70","29217.05"
"244.3.160.239","62489","244.3.31.75","80","11","1992","6","1235","5","757","178.018008000","0.2149","45966.32","28175.30"
"244.3.160.204","47861","244.3.160.239","443","7","448","4","256","3","192","148.221464000","0.2149","9529.08","7146.81"
"253.160.251.79","2592","253.37.253.43","446","33","34864","0","0","33","34864","46.931900000","0.2148","N/A","1298539.50"
"244.3.160.204","25804","244.3.160.239","443","7","448","4","256","3","192","16.197597000","0.2147","9540.98","7155.74"
"244.3.160.239","61983","198.123.241.156","80","11","2539","6","1033","5","1506","104.364903000","0.2146","38503.11","56133.29"
"244.3.3.145","8632","244.3.160.239","80","15","4776","7","1084","8","3692","202.739121000","0.2146","40407.24","137623.19"
"244.3.160.204","55212","244.3.160.239","443","7","448","4","256","3","192","192.225855000","0.2146","9543.69","7157.77"
"244.3.160.239","62490","244.3.31.75","80","11","2041","6","1242","5","799","178.018809000","0.2145","46314.34","29794.81"
"244.3.160.204","26466","244.3.160.89","443","13","3841","5","362","8","3479","20.195644000","0.2145","13500.79","129749.28"
"244.3.160.239","62390","244.3.31.75","80","11","2933","6","1210","5","1723","160.659605000","0.2145","45129.05","64262.27"
"244.3.160.239","62669","244.3.31.75","80","43","35675","17","1911","26","33764","213.383636000","0.2144","71306.30","1259856.62"
"244.3.160.204","32476","244.3.160.89","443","13","3841","5","362","8","3479","56.201014000","0.2143","13514.59","129881.89"
"244.3.160.204","29804","244.3.160.89","443","13","3841","5","362","8","3479","40.198265000","0.2142","13522.35","129956.48"
