indexCount,startTime
206,68.204913
207,68.205216
208,68.205519
209,68.205758
210,68.20602
211,70.204294
212,70.204566
213,70.204843
214,70.205122
215,70.205379
216,70.205665
217,72.204715
218,72.204973
219,72.205288
220,72.20553
221,72.205812
222,72.206079
223,74.204958
224,74.205368
225,74.20546
226,74.205729
227,74.205998
228,74.206262
229,76.205499
230,76.20575
231,76.206051
232,76.206299
233,76.20656
234,76.206811
235,78.205319
236,78.205639
237,78.205838
238,78.206194
239,78.206372
240,78.206638
241,80.205684
242,80.205929
243,80.206181
244,80.206465
245,80.206722
246,80.206975
247,82.206089
248,82.206346
249,82.206622
250,82.20689
251,82.207137
252,82.207411
253,84.206328
254,84.206612
255,84.206879
256,84.207123
257,84.207381
258,84.207677
259,86.207691
260,86.207987
261,86.208243
262,86.208513
263,86.208786
264,86.209118
265,88.207312
266,88.207568
267,88.207813
268,88.208081
269,88.208341
270,88.208599
271,90.207589
272,90.207846
273,90.208157
274,90.208402
275,90.208653
276,90.208915
277,92.207573
278,92.207812
279,92.208115
280,92.208346
281,92.208606
282,92.20887
283,94.208399
284,94.208661
285,94.208924
286,94.209178
287,94.20947
288,94.209729
289,96.208622
290,96.208881
291,96.209164
292,96.209393
293,96.209676
294,96.209962
295,98.208528
296,98.208809
297,98.209062
298,98.209324
299,98.20958
300,98.20987
301,100.221983
302,100.222292
303,100.222606
304,100.222947
305,100.223275
306,100.223601
307,102.216094
308,102.21635
309,102.216609
310,102.216859
311,102.217193
312,102.217402
313,104.216107
314,104.216393
315,104.216646
316,104.216908
317,104.217181
318,104.21745
319,106.216939
320,106.217199
321,106.217482
322,106.217744
323,106.218026
324,106.218278
325,108.216509
326,108.216779
327,108.217046
328,108.217295
329,108.217584
330,108.217852
331,110.216558
332,110.216843
333,110.2171
334,110.217352
335,110.217608
336,110.217902
337,112.216865
338,112.217126
339,112.217344
340,112.217618
341,112.217881
342,112.21816
343,114.217125
344,114.217444
345,114.217641
346,114.217904
347,114.218185
348,114.218438
349,116.217628
350,116.217878
351,116.218117
352,116.218413
353,116.218656
354,116.218948
355,118.217097
356,118.217378
357,118.21763
358,118.217888
359,118.218146
360,118.218447
361,120.217599
362,120.217853
363,120.218113
364,120.218368
365,120.21864
366,120.218907
367,122.217516
368,122.217799
369,122.218054
370,122.218325
371,122.218578
372,122.218856
373,124.21781
374,124.218075
375,124.218328
376,124.21858
377,124.218888
378,124.219197
379,126.218574
380,126.218832
381,126.21911
382,126.219361
383,126.219623
384,126.219896
385,128.218615
386,128.218875
387,128.219161
388,128.219437
389,128.219681
390,128.219945
391,130.218618
392,130.218874
393,130.219121
394,130.219401
395,130.219661
396,130.21992
397,132.218077
398,132.218328
399,132.218603
400,132.218855
